over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
0.6,"Unadkat to Soumya Sarkar, 1 run, three fielders converging on that and it falls in no man's land. Nobody called there, should have been taken. Lack of communication, the culprit there. On a length around off, Sarkar heaved it and got a top edge towards third man where there were three fielders (third man, backward point and cover-point) and no body went for it",6.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Soumya Sarkar,Unadkat , Soumya Sarkar,1,1.0,ban,ind,2,runs
0.5,"Unadkat to Tamim, 3 runs, strays in line again. Length delivery on the pads, Tamim flicks it through square leg and takes three as the ball crawls away to the deep",5.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Tamim,Unadkat , Tamim,1,3.0,ban,ind,2,runs
0.4,"Unadkat to Soumya Sarkar, 1 run, good length delivery around the off-stump channel, Sarkar angles it past backward point and gets to the other end. A fumble from Pandey allowed that single",2.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Soumya Sarkar,Unadkat , Soumya Sarkar,1,1.0,ban,ind,2,runs
0.3,"Unadkat to Soumya Sarkar, no run, that's a jaffa. In that corridor of uncertainty around the off stump channel. Sarkar tries to fend, gets beaten due to the undeviated delivery",1.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Soumya Sarkar,Unadkat , Soumya Sarkar,1,0.0,ban,ind,2,runs
0.2,"Unadkat to Tamim, 1 run, first runs on the board. On a length and bowled on the pads, Tamim gets off the mark with an easy flick to fine leg",1.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Tamim,Unadkat , Tamim,1,1.0,ban,ind,2,runs
0.1,"Unadkat to Tamim, no run, starts off with a shortish delivery outside off, Tamim lifts his bat and let's it through to the keeper",0.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Tamim,Unadkat , Tamim,1,0.0,ban,ind,2,runs
18.4,"Rubel to Manish Pandey, 1 run, diving half-stop at point by Mehidy but that won't matter much. Manish Pandey has thrown his hands at the width and gotten his side over the line. <b>India win by 6 wickets</b>",140.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,1.0,ind,ban,2,runs
18.3,"Rubel to Manish Pandey, no run, doesn't get the timing right. Throws his hands and miscues the drive to cover",139.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,0.0,ind,ban,2,runs
18.2,"Rubel to Karthik, 1 run, stays in the crease and slices this ball towards extra cover. Softs the impacts, and hence could buy some time for the single",139.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Karthik,Rubel , Karthik,2,1.0,ind,ban,2,runs
18.1,"Rubel to Manish Pandey, 1 run, cramped for room, Manish Pandey punches this back of a length delivery straight down the ground. <b>2 needed</b>",138.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,1.0,ind,ban,2,runs
17.6,"Mustafizur to Manish Pandey, 1 run, slower delivery ticked straight to square leg. And they've charged across for the run. And the throw at the bowler's end wasn't going to scare Manish Pandey one bit. <b>3 runs needed</b>",137.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Manish Pandey,Mustafizur , Manish Pandey,2,1.0,ind,ban,2,runs
17.5,"Mustafizur to Manish Pandey, <b>FOUR</b>, there's width again and there's Manish Pandey at it again. Gets on his toes, reaches out and cuts it uppishly through cover-point",136.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Manish Pandey,Mustafizur , Manish Pandey,2,4.0,ind,ban,2,runs
17.4,"Mustafizur to Manish Pandey, no run, back-footed to run this round the corner. Finds the fielder though. Mustafizur tries to cramp Manish Pandey for room this time",132.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Manish Pandey,Mustafizur , Manish Pandey,2,0.0,ind,ban,2,runs
17.3,"Mustafizur to Karthik, 1 run, scythes at the width and thrashes it behind the point fielder. <b>8 needed</b>",132.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Karthik,Mustafizur , Karthik,2,1.0,ind,ban,2,runs
17.2,"Mustafizur to Manish Pandey, 1 run, stays put and uses his hands to guide the ball behind backward point. He's using the width that Mustafizur's over the wicket angle to the right-hander comes readymade with. <b>9 needed</b>",131.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Manish Pandey,Mustafizur , Manish Pandey,2,1.0,ind,ban,2,runs
17.1,"Mustafizur to Manish Pandey, <b>FOUR</b>, 119ks cutter going across Manish Pandey who deftly guides it late through third man. Dive in the deep but that's for nothing. <b>10 needed</b>",130.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Manish Pandey,Mustafizur , Manish Pandey,2,4.0,ind,ban,2,runs
16.6,"Taskin Ahmed to Manish Pandey, 1 run, manoeuvres this from the crease. Just opens the face of the bat to guide this back of a length delivery past point. <b>Just the 14 needed</b>",126.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Manish Pandey,Taskin Ahmed , Manish Pandey,2,1.0,ind,ban,2,runs
16.5,"Taskin Ahmed to Manish Pandey, 2 runs, <b>uppishly punched over cover</b>. Gets lucky with a little bit of height else<b>..</b> Early into the shot",125.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Manish Pandey,Taskin Ahmed , Manish Pandey,2,2.0,ind,ban,2,runs
16.4,"Taskin Ahmed to Dhawan, <b>out</b> Caught by Liton Das!! Miscues it to deep mid-wicket. Taskin Ahmed was bowling from round the wicket, Dhawan tries to lay into that with his leg-side loft but gets it a bit straighter than intended. End of another of Dhawan's specials. He's nearly gotten India there.<b>Dhawan c Liton Das b Taskin Ahmed 55(43) [4s-5 6s-2]</b>",123.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Dhawan,Taskin Ahmed , Dhawan,2,0.0,ind,ban,2,out
16.3,"Taskin Ahmed to Manish Pandey, 1 run, gets tall with the length and swivel-pulls this short ball one-legged, pirouetting on his left toe",123.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Manish Pandey,Taskin Ahmed , Manish Pandey,2,1.0,ind,ban,2,runs
16.2,"Taskin Ahmed to Dhawan, 1 run, pushes it on the up to mid-off. Quick single in the face of that wide throw",122.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Dhawan,Taskin Ahmed , Dhawan,2,1.0,ind,ban,2,runs
16.1,"Taskin Ahmed to Manish Pandey, 1 run, back of a length outside off, shunted to third man",121.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Taskin Ahmed to Manish Pandey,Taskin Ahmed , Manish Pandey,2,1.0,ind,ban,2,runs
15.6,"Nazmul Islam to Dhawan, no run, played back to a full ball and squirts it out somehow. Bails out, though. Mushfiq ran back and stylishly deflected the ball onto the stumps",120.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Dhawan,Nazmul Islam , Dhawan,2,0.0,ind,ban,2,runs
15.5,"Nazmul Islam to Manish Pandey, 1 run, now a full toss that's punches to long-on",120.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Manish Pandey,Nazmul Islam , Manish Pandey,2,1.0,ind,ban,2,runs
15.4,"Nazmul Islam to Manish Pandey, <b>FOUR</b>, possibly the worst follow-up delivery you can bowl. Beat him with turn last ball and now drops one short. Pulled off the back foot",119.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Manish Pandey,Nazmul Islam , Manish Pandey,2,4.0,ind,ban,2,runs
15.3,"Nazmul Islam to Manish Pandey, no run, <b>a bit of turn.</b> Manish Pandey's wanting to run a single to third man and nearly edges it to the keeper",115.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Manish Pandey,Nazmul Islam , Manish Pandey,2,0.0,ind,ban,2,runs
15.2,"Nazmul Islam to Dhawan, 1 run, fired flat on middle and leg, stabbed to long-on",115.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Dhawan,Nazmul Islam , Dhawan,2,1.0,ind,ban,2,runs
15.1,"Nazmul Islam to Manish Pandey, 1 run, outside off, Manish Pandey pushes a single to long-off",114.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Manish Pandey,Nazmul Islam , Manish Pandey,2,1.0,ind,ban,2,runs
14.6,"Rubel to Manish Pandey, 1 run, cramped by this back of a length delivery that kicks up extra, but Manish Pandey's nicely ridden it wide of cover. <b>27 needed off 30</b>",113.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,1.0,ind,ban,2,runs
14.5,"Rubel to Dhawan, 1 run, slower length ball on the pads, Dhawan waits and swats it round the corner",112.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Dhawan,Rubel , Dhawan,2,1.0,ind,ban,2,runs
14.4,"Rubel to Dhawan, no run, back of a length 137ks delivery angled across, Dhawan can't get it past the off-side infield",111.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Dhawan,Rubel , Dhawan,2,0.0,ind,ban,2,runs
14.3,"Rubel to Manish Pandey, 1 run, stabbed to cover for a single",111.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,1.0,ind,ban,2,runs
14.2,"Rubel to Manish Pandey, 2 runs, gets off the mark with a jabby ramp over the slipper. Rahman runs across and cuts it off from deep backward point. Looked like a boundary until then",110.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Manish Pandey,Rubel , Manish Pandey,2,2.0,ind,ban,2,runs
14.1,"Rubel to Raina, <b>out</b> Caught by Mehidy Hasan!! Once they find you out, they find you out. Short ball gets Raina again. Was caught in an awkward position, trying to play a short ball with a crouch instead of off back foot. Ends up chipping it tamely to the fielder at square leg. <b>Raina c Mehidy Hasan b Rubel 28(27) [4s-1 6s-1]</b>",108.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Rubel to Raina,Rubel , Raina,2,0.0,ind,ban,2,out
13.6,"Nazmul Islam to Raina, 1 run, this time only as far as mid-on. Use of the feet again. <b>32 needed</b>",108.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Raina,Nazmul Islam , Raina,2,1.0,ind,ban,2,runs
13.5,"Nazmul Islam to Dhawan, 1 run, comes down the track and stabs it to long-on",107.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Dhawan,Nazmul Islam , Dhawan,2,1.0,ind,ban,2,runs
13.4,"Nazmul Islam to Raina, 1 run, pinches a single through covers",106.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Raina,Nazmul Islam , Raina,2,1.0,ind,ban,2,runs
13.3,"Nazmul Islam to Dhawan, byes, 1 run, <b>this skidded on straight after pitching.</b> Dhawan was long way down the track, doesn't get bat to ball, and yeah <b>that's a missed stumping.</b> Keeper makes a meal of it. Didn't read it either. None of them",105.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Dhawan,Nazmul Islam , Dhawan,2,1.0,ind,ban,2,runs
13.2,"Nazmul Islam to Dhawan, <b>FOUR</b>, <b>consecutive fifties for Dhawan.</b> Gets there off an absolute filth. Nazmul Islam sees him making room, fired it down leg. Way down leg. And Dhawan just helped it through fine leg",104.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Dhawan,Nazmul Islam , Dhawan,2,4.0,ind,ban,2,runs
13.1,"Nazmul Islam to Raina, 1 run, fired on the bast of leg-stump from over the wicket, squirted out to deep square leg.",100.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Nazmul Islam to Raina,Nazmul Islam , Raina,2,1.0,ind,ban,2,runs
12.6,"Mahmudullah to Dhawan, no run, comes down the track and finds extra cover with his soft-handed punch. He's gotten singles off these tonight -- plenty of them -- but not this time. <b>41 needed</b>",99.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Dhawan,Mahmudullah , Dhawan,2,0.0,ind,ban,2,runs
12.5,"Mahmudullah to Raina, 1 run, turns it to backward square leg",99.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Raina,Mahmudullah , Raina,2,1.0,ind,ban,2,runs
12.4,"Mahmudullah to Dhawan, 1 run, got too close to the pitch of the ball there. Used his feet and then had to chip it out towards long-off",98.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Dhawan,Mahmudullah , Dhawan,2,1.0,ind,ban,2,runs
12.3,"Mahmudullah to Dhawan, <b>SIX</b>, Dhawan shows how to deal with lengths like these. Rocks back and mauls the drag-down over deep mid-wicket",97.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Dhawan,Mahmudullah , Dhawan,2,6.0,ind,ban,2,runs
12.2,"Mahmudullah to Raina, 1 run, quicker on the stumps, worked to long-on",91.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Raina,Mahmudullah , Raina,2,1.0,ind,ban,2,runs
12.1,"Mahmudullah to Raina, 2 runs, dropped short and all Raina does is pick it up over square leg. Could have taken more off that",90.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mahmudullah to Raina,Mahmudullah , Raina,2,2.0,ind,ban,2,runs
11.6,"Mustafizur to Raina, 1 run, good dive at backward point and Raina's open-batted glide, and that after making room, fetches just the single. <b>India need 52 runs in 48 balls</b>",88.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Raina,Mustafizur , Raina,2,1.0,ind,ban,2,runs
11.5,"Mustafizur to Raina, no run, short 133ks ball booming over his right shoulder, Raina just evades it. The last thing he wants to give away his wicket to",87.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Raina,Mustafizur , Raina,2,0.0,ind,ban,2,runs
11.4,"Mustafizur to Dhawan, 1 run, gives this pull shot a real go. Had his weight in front, so the hands had to generate all the power",87.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Dhawan,Mustafizur , Dhawan,2,1.0,ind,ban,2,runs
11.3,"Mustafizur to Raina, 1 run, swivelled round the corner there",86.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Raina,Mustafizur , Raina,2,1.0,ind,ban,2,runs
11.2,"Mustafizur to Dhawan, 1 run, he's jumped out of the crease to the wrong length. Shorter than he thought, just manages to chip it over Tamim running back from extra cover say. <b>And the batsmen settle for a single</b>, after nearly colliding into each other. Raina wasn't keen on the second",85.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Dhawan,Mustafizur , Dhawan,2,1.0,ind,ban,2,runs
11.1,"Mustafizur to Raina, 1 run, cleanly makes room, exposing the stumps entirely, and picks Mustafizur with an open-bat punch through covers",84.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mustafizur to Raina,Mustafizur , Raina,2,1.0,ind,ban,2,runs
10.6,"Mehidy Hasan to Dhawan, no run, <b>Bangladesh review:</b> Dhawan charges down and nearly yorks himself, and Rahim looked convinced behind the stumps. Seems to be no bat on first replay. Clearly missing the inside edge. Ball tracking is in, and it's umpire's call on impact and wickets. Just tickling the leg-stump, so the onfield decision stays. And so does Bangladesh's review",83.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mehidy Hasan to Dhawan,Mehidy Hasan , Dhawan,2,0.0,ind,ban,2,runs
10.5,"Mehidy Hasan to Dhawan, no run, front leg out on the push but can't beat mid-off",83.0,ban-vs-ind-2nd-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Mehidy Hasan to Dhawan,Mehidy Hasan , Dhawan,2,0.0,ind,ban,2,runs
